Lead ID,Created At,Product Type,Channel,Device,Partner,City,Insurance Company,Payment Type,Minutes Since Abandonment,Days To Policy Expiry,Price,Discount Percent,Has Previous Purchase,Visited Offer Page,Incoming Call Last 24h,Sessions Last 7d,Offer Views Last 7d,Price Comparisons Last 7d,Days Since Last Visit,Expected Margin,Completed Purchase
L140126,2026-07-24 16:54:00,carbody,Referral,mobile,other_partner,Tabriz,Saman,cash,51,23,18950000.0,9.3,0,1,0,2,1,0,0.7,795900.0,0
L147713,2026-05-13 09:35:00,thirdparty,Paid,mobile,direct,Tehran,Asia,cash,73,14,9360000.0,9.1,0,0,0,4,0,1,13.8,243400.0,0
L146632,2026-06-05 08:22:00,carbody,SEO,mobile,direct,Other,Pasargad,bnpl,59,3,14480000.0,9.1,0,1,0,3,3,0,16.9,564700.0,0
L133353,2026-04-30 14:38:00,thirdparty,SEO,mobile,direct,Karaj,Pasargad,cash,66,28,7040000.0,4.8,1,0,0,7,0,1,9.9,204200.0,0
L113950,2026-06-07 03:54:00,carbody,Referral,mobile,autoabzar,Other,Dana,cash,40,23,21660000.0,4.7,0,1,0,3,2,2,7.3,823100.0,0
L100899,2026-08-03 15:46:00,thirdparty,Paid,desktop,autoabzar,Shiraz,Iran,bnpl,106,7,8620000.0,7.8,1,1,0,3,3,0,4.3,206900.0,0
L132198,2026-08-19 03:24:00,thirdparty,SEO,mobile,autoabzar,Isfahan,Parsian,cash,229,30,,3.9,0,1,0,2,2,1,3.5,196600.0,0
L112389,2026-06-19 05:16:00,carbody,Paid,desktop,direct,Ahvaz,Iran,cash,81,7,9330000.0,5.8,0,0,0,1,0,1,10.6,354500.0,0
L120258,2026-04-26 11:50:00,carbody,Referral,mobile,direct,Tehran,Alborz,installment,71,34,17400000.0,4.8,1,0,0,4,1,2,2.2,661200.0,0
L101281,2026-08-05 16:55:00,carbody,Paid,mobile,autoabzar,Mashhad,Iran,bnpl,14,24,20160000.0,10.3,1,0,0,3,0,0,3.6,725800.0,0
L140649,2026-06-28 15:15:00,thirdparty,Paid,desktop,direct,Mashhad,Iran,cash,67,17,8820000.0,1.5,0,1,0,8,4,2,13.9,229300.0,0
L141629,2026-07-25 11:56:00,carbody,Referral,mobile,direct,Tehran,Asia,cash,105,-13,17870000.0,9.2,0,0,1,1,1,1,9.6,679100.0,0
L120595,2026-08-21 17:03:00,carbody,SEO,desktop,direct,Tabriz,Dana,cash,75,11,15440000.0,3.8,0,1,0,2,5,5,3.0,586700.0,0
L118092,2026-06-06 06:50:00,thirdparty,SEO,mobile,direct,Mashhad,Alborz,installment,20,10,9250000.0,0.0,0,1,0,3,2,3,8.3,240500.0,0
L136913,2026-05-27 05:39:00,thirdparty,SEO,mobile,autoabzar,Isfahan,Dana,installment,44,-4,9520000.0,5.4,1,1,0,7,1,0,1.6,247500.0,0
L131427,2026-05-07 16:56:00,thirdparty,Paid,mobile,direct,Isfahan,Parsian,cash,88,-4,5340000.0,6.7,0,0,0,4,1,0,14.7,138800.0,0
L121362,2026-07-22 15:19:00,thirdparty,SEO,mobile,direct,Ahvaz,Pasargad,installment,21,11,6010000.0,6.8,0,0,0,4,0,0,1.9,174300.0,0
L148521,2026-05-13 07:49:00,thirdparty,CRM,mobile,direct,Other,Alborz,installment,122,6,9080000.0,0.1,1,0,0,4,0,1,2.0,236100.0,0
L140309,2026-05-20 14:20:00,thirdparty,Paid,mobile,direct,Ahvaz,Asia,cash,114,16,6510000.0,10.8,1,1,0,1,3,2,28.2,169300.0,0
L143327,2026-04-25 09:17:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,72,23,6620000.0,2.2,0,1,0,5,1,1,9.2,172100.0,0
L146908,2026-06-27 10:39:00,carbody,CRM,mobile,autoabzar,Other,Asia,bnpl,48,15,14540000.0,5.0,1,1,0,7,0,2,8.9,523400.0,0
L141805,2026-07-17 23:33:00,thirdparty,SEO,mobile,direct,Qom,Asia,cash,225,9,7790000.0,11.1,1,1,0,4,3,2,1.1,202500.0,0
L110312,2026-05-30 05:52:00,thirdparty,SEO,desktop,other_partner,Tabriz,Asia,bnpl,121,23,7330000.0,2.4,0,1,0,4,2,4,8.0,175900.0,0
L136269,2026-05-28 05:37:00,carbody,SEO,mobile,direct,Other,Parsian,cash,51,32,15030000.0,10.5,0,1,0,2,6,0,18.3,571100.0,1
L145393,2026-06-03 09:45:00,thirdparty,Referral,mobile,direct,Tabriz,Alborz,cash,117,-11,10960000.0,4.2,0,1,0,2,2,0,4.0,285000.0,0
L129403,2026-06-20 00:10:00,carbody,Referral,desktop,autoabzar,Other,Asia,bnpl,145,-11,15440000.0,9.5,0,1,0,2,3,0,21.0,555800.0,0
L147797,2026-05-17 00:47:00,carbody,SEO,desktop,autoabzar,Tehran,Parsian,cash,15,15,21310000.0,4.0,0,1,0,3,4,2,5.6,809800.0,0
L115796,2026-07-14 10:54:00,thirdparty,SEO,mobile,direct,Tehran,Alborz,cash,87,14,2510000.0,8.4,1,1,1,6,7,0,7.9,65300.0,1
L129072,2026-05-26 04:06:00,thirdparty,SEO,mobile,direct,Other,Dana,installment,57,29,4770000.0,5.0,1,1,0,4,2,3,10.7,124000.0,0
L100640,2026-08-02 09:38:00,thirdparty,SEO,desktop,direct,Ahvaz,Asia,installment,82,24,10660000.0,5.2,1,1,0,5,6,0,7.2,277200.0,0
L125792,2026-04-18 21:10:00,thirdparty,Paid,mobile,direct,Isfahan,Dana,cash,54,0,5540000.0,6.0,0,1,0,4,1,0,12.5,144000.0,0
L132299,2026-07-01 20:00:00,carbody,Paid,desktop,other_partner,Tehran,Dana,cash,67,20,17520000.0,7.4,0,1,0,4,2,0,5.3,665800.0,0
L141879,2026-04-23 15:58:00,thirdparty,Paid,desktop,direct,Other,Saman,cash,148,-11,6670000.0,12.2,0,1,0,4,3,0,18.1,200100.0,0
L106489,2026-05-03 07:32:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,51,49,6250000.0,0.7,1,1,0,2,3,1,8.3,162500.0,0
L138744,2026-08-26 18:39:00,thirdparty,SEO,mobile,direct,Rasht,Parsian,installment,36,-7,3260000.0,6.4,0,1,0,5,6,1,6.0,84800.0,1
L149875,2026-04-24 12:06:00,carbody,Paid,desktop,autoabzar,Tehran,Asia,cash,69,11,24760000.0,4.1,0,0,0,4,1,1,10.2,940900.0,0
L127710,2026-05-07 19:43:00,thirdparty,Paid,mobile,direct,Other,Dana,installment,227,27,9440000.0,5.3,0,0,0,2,0,0,5.6,245400.0,0
L110722,2026-08-14 07:28:00,carbody,Paid,desktop,direct,Tehran,Iran,installment,140,33,21630000.0,7.9,0,1,0,6,0,0,5.0,821900.0,0
L118339,2026-05-03 10:30:00,carbody,Paid,desktop,other_partner,Isfahan,Saman,cash,169,7,14900000.0,5.5,1,1,0,4,2,1,9.7,625800.0,0
L139313,2026-06-27 02:52:00,thirdparty,SEO,mobile,direct,Tehran,Alborz,cash,120,30,5530000.0,3.3,0,0,0,4,0,2,5.7,143800.0,0
L123474,2026-08-01 15:03:00,thirdparty,Paid,desktop,direct,Tehran,Pasargad,cash,50,19,9190000.0,5.7,0,0,0,3,0,1,1.4,266500.0,0
L149399,2026-05-11 05:19:00,thirdparty,CRM,mobile,autoabzar,Rasht,Saman,cash,84,28,8850000.0,5.3,0,1,0,4,1,1,7.6,265500.0,0
L142456,2026-04-17 15:36:00,thirdparty,Referral,desktop,direct,,Pasargad,bnpl,57,18,7100000.0,9.2,0,0,0,3,0,2,21.0,191700.0,0
L146502,2026-07-11 11:27:00,thirdparty,SEO,desktop,direct,Other,Asia,cash,141,12,7950000.0,4.6,1,0,0,3,1,3,2.4,206700.0,0
L114142,2026-08-04 15:29:00,thirdparty,Referral,desktop,direct,Karaj,Asia,cash,82,-2,9600000.0,6.0,1,1,0,7,2,1,2.6,249600.0,0
L130577,2026-07-01 22:35:00,carbody,SEO,mobile,direct,Tehran,Dana,installment,83,13,26690000.0,0.0,1,1,1,3,0,0,14.0,1014200.0,0
L109396,2026-05-22 22:44:00,thirdparty,SEO,mobile,direct,Tabriz,Dana,installment,29,2,7390000.0,8.3,0,0,0,3,0,4,1.2,192100.0,0
L140914,2026-04-24 15:06:00,thirdparty,Paid,mobile,direct,Mashhad,Asia,installment,128,15,5410000.0,6.9,0,1,0,2,2,0,7.5,140700.0,0
L120180,2026-08-12 09:55:00,thirdparty,Paid,mobile,direct,Tehran,Saman,cash,40,18,9720000.0,6.6,1,1,0,4,2,1,5.0,291600.0,0
L146589,2026-06-21 15:13:00,carbody,SEO,desktop,direct,Other,Alborz,installment,80,0,14080000.0,1.0,0,1,0,2,1,4,8.8,535000.0,0
L131738,2026-05-21 06:28:00,carbody,Paid,mobile,direct,Other,Iran,installment,14,21,28020000.0,13.3,1,1,0,6,3,2,1.8,1064800.0,1
L123651,2026-06-19 00:00:00,thirdparty,Paid,mobile,direct,Tabriz,Saman,cash,223,6,5650000.0,2.0,1,1,0,1,6,0,0.2,169500.0,0
L145562,2026-05-18 03:33:00,thirdparty,CRM,mobile,autoabzar,Tehran,Alborz,cash,56,38,7990000.0,4.5,0,0,0,3,0,1,1.1,207700.0,0
L117555,2026-04-18 03:15:00,thirdparty,CRM,mobile,direct,Tehran,Iran,cash,33,2,8930000.0,0.6,1,1,0,5,0,0,2.2,232200.0,1
L119070,2026-04-13 04:26:00,carbody,SEO,mobile,direct,Shiraz,Asia,cash,90,41,9100000.0,6.6,0,1,0,2,5,3,1.1,345800.0,0
L130882,2026-06-24 02:22:00,thirdparty,SEO,mobile,direct,Tehran,Saman,cash,101,14,8110000.0,4.4,0,1,0,3,1,0,9.5,243300.0,0
L130717,2026-05-30 02:00:00,thirdparty,Paid,mobile,other_partner,Ahvaz,Saman,bnpl,158,27,9200000.0,17.9,0,0,0,4,0,0,27.1,257600.0,0
L141770,2026-04-01 08:30:00,thirdparty,Referral,mobile,direct,Ahvaz,Asia,cash,166,10,6160000.0,8.4,1,1,0,6,2,2,9.8,160200.0,1
L135976,2026-04-23 10:40:00,carbody,SEO,mobile,other_partner,Other,Saman,cash,79,31,19960000.0,0.0,0,0,0,2,0,3,2.1,838300.0,1
L123999,2026-04-14 08:09:00,thirdparty,CRM,mobile,shoraka,Isfahan,Iran,cash,138,13,4240000.0,5.2,0,0,0,2,1,0,6.0,110200.0,0
L109464,2026-06-29 04:02:00,thirdparty,SEO,mobile,direct,Other,Asia,cash,52,16,10090000.0,,0,1,0,4,2,0,34.3,262300.0,0
L112985,2026-04-10 08:00:00,thirdparty,SEO,mobile,shoraka,Qom,Parsian,cash,84,29,7380000.0,5.9,0,1,0,5,5,0,0.1,191900.0,0
L135591,2026-04-23 17:49:00,thirdparty,Paid,mobile,direct,Tehran,Parsian,cash,26,-9,7800000.0,10.9,0,1,0,4,2,0,15.9,202800.0,0
L134465,2026-08-16 16:26:00,thirdparty,Paid,mobile,direct,Tehran,Saman,cash,24,25,7560000.0,7.3,0,1,0,4,4,0,2.0,226800.0,0
L124381,2026-08-16 10:27:00,thirdparty,CRM,mobile,other_partner,Tehran,Saman,cash,204,1,9340000.0,7.4,0,1,0,5,4,0,14.0,280200.0,0
L107556,2026-06-20 17:55:00,carbody,Referral,desktop,direct,Tehran,Saman,cash,148,15,20250000.0,11.9,0,0,0,2,3,1,0.8,850500.0,0
L129658,2026-05-16 00:54:00,thirdparty,Paid,mobile,other_partner,Mashhad,Parsian,cash,60,20,6510000.0,7.3,0,1,0,2,0,1,8.2,169300.0,0
L139735,2026-08-20 10:16:00,thirdparty,SEO,desktop,direct,Shiraz,Iran,installment,15,5,9370000.0,2.9,0,1,0,3,0,2,7.4,243600.0,0
L105050,2026-07-08 04:49:00,thirdparty,Paid,mobile,direct,Tehran,Alborz,installment,30,6,8610000.0,7.7,0,0,0,3,0,1,13.2,223900.0,0
L117660,2026-07-19 08:57:00,thirdparty,CRM,mobile,direct,Mashhad,Asia,installment,245,9,8100000.0,4.0,0,1,0,2,3,0,10.8,210600.0,0
L147269,2026-05-29 11:02:00,carbody,Paid,desktop,direct,Tabriz,Iran,cash,122,17,12680000.0,7.4,1,1,0,2,6,0,16.3,481800.0,0
L139476,2026-06-13 13:55:00,thirdparty,SEO,mobile,direct,Karaj,Saman,bnpl,58,15,6040000.0,9.2,0,1,0,4,2,1,13.9,169100.0,1
L108530,2026-06-08 16:47:00,carbody,CRM,mobile,direct,Karaj,Alborz,installment,33,4,21390000.0,1.5,0,1,0,2,2,1,5.9,812800.0,1
L143273,2026-06-05 13:54:00,carbody,SEO,mobile,autoabzar,Other,Iran,cash,9,20,22420000.0,0.0,0,1,0,1,1,0,24.1,852000.0,0
L120276,2026-08-01 14:45:00,thirdparty,Paid,mobile,direct,Mashhad,Asia,installment,22,5,3420000.0,5.9,1,0,0,3,2,1,1.0,88900.0,0
L103899,2026-06-19 23:29:00,thirdparty,SEO,mobile,direct,Tehran,Saman,installment,3,46,7450000.0,9.2,1,1,0,3,3,3,0.7,223500.0,0
L140379,2026-07-23 06:59:00,thirdparty,Paid,mobile,direct,Tehran,Saman,cash,156,23,,3.2,1,1,0,5,4,0,0.3,134700.0,0
L119413,2026-07-05 04:24:00,carbody,Paid,mobile,direct,Shiraz,Asia,bnpl,225,2,12830000.0,9.8,0,1,0,2,1,1,8.1,461900.0,0
L129092,2026-05-24 00:51:00,thirdparty,Referral,mobile,direct,Tehran,Asia,cash,160,3,10050000.0,5.3,1,1,0,2,3,1,1.0,261300.0,0
L149112,2026-04-27 13:10:00,thirdparty,SEO,desktop,direct,Mashhad,Iran,installment,129,-2,6730000.0,7.3,1,1,1,4,5,0,0.5,175000.0,0
L119776,2026-06-17 07:10:00,thirdparty,SEO,mobile,other_partner,Tehran,Pasargad,bnpl,42,6,9550000.0,6.8,0,0,0,2,2,2,0.4,257800.0,0
L127192,2026-04-02 00:34:00,thirdparty,Referral,desktop,autoabzar,Qom,Iran,cash,32,7,8090000.0,5.1,0,1,0,2,2,0,2.3,210300.0,0
L126682,2026-07-21 15:53:00,carbody,Paid,mobile,direct,Rasht,Saman,cash,43,20,23310000.0,4.9,0,0,0,2,0,1,15.9,979000.0,0
L104018,2026-04-16 18:46:00,carbody,SEO,desktop,direct,Tehran,Iran,cash,44,19,16290000.0,3.6,0,1,0,3,4,3,1.2,619000.0,0
L124735,2026-08-09 11:33:00,thirdparty,Paid,desktop,direct,Shiraz,Alborz,cash,224,23,7310000.0,10.3,1,1,0,5,0,0,1.3,190100.0,0
L106126,2026-07-16 04:39:00,thirdparty,Paid,desktop,direct,Tehran,Parsian,cash,116,1,5420000.0,4.9,0,1,0,3,3,0,0.3,140900.0,1
L102084,2026-05-12 06:36:00,thirdparty,SEO,desktop,direct,Karaj,Parsian,cash,151,26,6510000.0,1.8,1,0,0,4,1,1,4.9,169300.0,0
L128634,2026-07-28 07:08:00,carbody,Referral,mobile,direct,Rasht,Alborz,cash,23,23,10170000.0,5.6,1,1,0,5,2,2,7.5,386500.0,0
L132786,2026-04-17 15:50:00,thirdparty,SEO,mobile,direct,Mashhad,Asia,cash,52,-20,11260000.0,9.6,1,0,0,5,1,0,5.2,292800.0,0
L115196,2026-04-25 04:25:00,thirdparty,Paid,mobile,direct,Other,Asia,cash,124,14,6060000.0,4.5,0,1,0,5,2,0,8.7,157600.0,0
L122948,2026-08-22 00:25:00,thirdparty,SEO,desktop,shoraka,Tabriz,Iran,bnpl,107,10,8460000.0,2.6,0,1,0,5,3,2,4.1,203000.0,0
L124218,2026-06-07 19:49:00,thirdparty,Paid,mobile,direct,Tehran,Alborz,cash,190,23,9360000.0,4.2,0,1,0,5,2,0,14.1,243400.0,0
L138004,2026-06-04 21:18:00,thirdparty,Paid,desktop,shoraka,Tabriz,Dana,installment,17,15,9140000.0,6.8,0,1,0,5,0,1,3.7,237600.0,0
L132519,2026-04-06 09:15:00,thirdparty,Referral,mobile,direct,Other,Asia,cash,9,24,5310000.0,9.3,1,1,0,3,6,1,6.9,138100.0,1
L125759,2026-06-03 17:41:00,thirdparty,SEO,desktop,direct,Other,Dana,cash,31,22,1880000.0,1.7,0,0,0,3,0,1,9.1,48900.0,0
L127064,2026-06-29 16:47:00,thirdparty,CRM,mobile,direct,Other,Dana,cash,162,31,7600000.0,6.7,0,0,0,2,0,2,7.1,197600.0,0
L130877,2026-07-03 00:09:00,thirdparty,SEO,mobile,other_partner,Shiraz,Parsian,cash,101,4,9280000.0,7.5,1,1,1,5,1,1,5.9,241300.0,1
L114274,2026-04-24 17:43:00,thirdparty,SEO,mobile,direct,Mashhad,Iran,installment,92,-4,6200000.0,4.1,0,1,0,1,1,0,15.4,161200.0,0
L122572,2026-05-08 06:30:00,thirdparty,CRM,mobile,autoabzar,Tehran,Saman,cash,116,31,4720000.0,3.5,1,1,1,4,2,0,1.7,141600.0,0
L130178,2026-04-01 05:59:00,thirdparty,Referral,mobile,shoraka,Tehran,Saman,bnpl,83,10,7220000.0,6.0,0,1,0,4,2,1,13.9,202200.0,0
L107584,2026-04-27 16:50:00,carbody,SEO,mobile,direct,Shiraz,Saman,installment,150,18,20050000.0,8.5,0,0,0,2,0,3,0.4,842100.0,0
L104571,2026-04-03 18:54:00,carbody,Paid,mobile,direct,Other,Alborz,cash,81,-5,19570000.0,10.1,1,1,0,3,1,0,3.2,743700.0,0
L105820,2026-04-24 01:52:00,thirdparty,SEO,mobile,shoraka,Qom,Saman,cash,30,3,11520000.0,4.2,0,1,0,2,3,0,3.0,345600.0,0
L110899,2026-05-25 12:34:00,thirdparty,Paid,mobile,direct,Tehran,Pasargad,installment,244,29,9230000.0,7.1,0,0,0,2,1,0,5.0,267700.0,0
L108287,2026-06-18 08:56:00,carbody,Paid,mobile,direct,Other,Alborz,cash,90,23,24110000.0,6.7,0,1,0,3,6,3,3.0,916200.0,0
L133569,2026-05-06 00:53:00,thirdparty,Paid,mobile,direct,Ahvaz,Asia,bnpl,48,-1,8780000.0,8.5,0,1,0,4,2,0,2.3,210700.0,1
L125524,2026-06-09 23:54:00,thirdparty,Paid,mobile,direct,Tehran,Saman,cash,126,-4,11640000.0,4.8,0,0,0,1,1,2,9.0,349200.0,0
L141140,2026-07-23 03:30:00,carbody,Paid,mobile,direct,Karaj,Iran,cash,43,20,17260000.0,9.3,0,1,0,3,3,1,13.1,655900.0,0
L113952,2026-04-17 21:31:00,thirdparty,Referral,mobile,direct,Other,Saman,installment,77,1,10140000.0,4.2,1,0,0,3,0,0,0.9,304200.0,1
L134746,2026-07-12 07:06:00,thirdparty,Paid,desktop,direct,Isfahan,Dana,bnpl,129,14,8160000.0,13.2,0,1,0,3,2,1,9.6,195800.0,0
L122790,2026-07-21 03:29:00,carbody,CRM,desktop,direct,Shiraz,Alborz,cash,76,16,12800000.0,10.5,1,1,0,9,2,4,2.5,486400.0,0
L147316,2026-06-16 15:35:00,thirdparty,CRM,mobile,direct,Tehran,Pasargad,bnpl,291,15,11540000.0,11.4,0,1,0,4,5,1,9.0,311600.0,0
L114098,2026-06-14 22:32:00,thirdparty,SEO,mobile,direct,Other,Alborz,cash,57,17,8990000.0,6.1,0,1,0,1,2,3,5.9,233700.0,0
L114436,2026-04-10 08:36:00,carbody,Paid,mobile,shoraka,Tehran,Pasargad,installment,88,20,21480000.0,9.1,0,0,0,2,2,3,8.2,880700.0,0
L107396,2026-08-03 03:54:00,carbody,SEO,mobile,direct,Mashhad,Saman,bnpl,34,9,23430000.0,7.6,0,1,0,1,3,1,9.8,937200.0,0
L122637,2026-08-06 08:48:00,thirdparty,Paid,mobile,shoraka,Isfahan,Saman,installment,188,10,10020000.0,10.0,0,1,0,2,2,0,26.0,300600.0,0
L128371,2026-06-15 16:55:00,thirdparty,SEO,desktop,autoabzar,Ahvaz,Iran,bnpl,235,8,8440000.0,6.1,0,0,0,3,0,2,2.7,202600.0,0
L120136,2026-04-27 08:26:00,carbody,Paid,mobile,direct,Tehran,Asia,installment,59,18,26280000.0,,0,1,0,4,3,0,6.7,998600.0,0
L100825,2026-04-08 20:13:00,thirdparty,Paid,mobile,other_partner,Tehran,Dana,bnpl,61,16,8330000.0,12.3,0,1,0,5,0,1,24.4,199900.0,0
L112744,2026-06-28 18:54:00,thirdparty,SEO,mobile,direct,Other,Alborz,cash,77,8,5760000.0,7.3,1,1,0,2,1,0,2.2,149800.0,0
L142566,2026-08-23 07:17:00,carbody,SEO,mobile,shoraka,Other,Iran,installment,210,-7,15280000.0,7.0,0,0,0,2,0,2,3.9,580600.0,0
L106683,2026-05-31 04:15:00,thirdparty,SEO,mobile,direct,Other,Iran,cash,55,-7,7380000.0,8.3,0,1,0,2,4,1,8.3,191900.0,0
L112615,2026-04-29 18:22:00,thirdparty,Referral,mobile,direct,Rasht,Saman,cash,90,-7,8910000.0,6.2,1,1,0,4,2,0,14.0,267300.0,0
L148556,2026-08-18 19:39:00,thirdparty,Paid,desktop,direct,Isfahan,Pasargad,installment,217,12,10050000.0,9.7,0,1,0,2,2,0,18.4,291400.0,0
L137827,2026-08-19 03:28:00,thirdparty,SEO,desktop,direct,Tehran,Iran,cash,108,32,7370000.0,9.0,1,1,0,4,1,2,3.7,191600.0,0
L125596,2026-07-31 03:19:00,carbody,CRM,mobile,direct,Karaj,Dana,cash,141,29,16680000.0,8.7,0,1,0,4,4,1,50.1,633800.0,0
L106170,2026-05-18 09:04:00,thirdparty,SEO,mobile,direct,Other,Dana,installment,16,-11,8070000.0,4.0,0,1,0,4,5,1,12.2,209800.0,0
L135590,2026-08-13 13:30:00,thirdparty,Paid,mobile,other_partner,Other,Asia,installment,115,9,8430000.0,7.1,0,0,0,1,0,0,3.5,219200.0,0
L104041,2026-07-01 00:42:00,thirdparty,Referral,mobile,direct,Ahvaz,Iran,cash,143,9,7880000.0,6.4,1,1,0,4,1,0,1.2,204900.0,0
L113510,2026-05-10 05:20:00,carbody,SEO,mobile,other_partner,Mashhad,Pasargad,cash,141,22,19730000.0,1.8,0,1,0,5,1,0,9.4,808900.0,0
L138586,2026-06-26 11:23:00,thirdparty,SEO,mobile,direct,Isfahan,Dana,cash,24,18,5910000.0,0.0,1,0,1,5,0,1,12.4,153700.0,1
L133981,2026-05-12 13:00:00,thirdparty,CRM,mobile,autoabzar,Mashhad,Saman,cash,89,0,6860000.0,2.6,0,1,0,4,3,1,1.1,205800.0,1
L130771,2026-06-24 02:31:00,thirdparty,Referral,desktop,direct,Other,Iran,installment,154,20,7120000.0,5.7,0,1,0,3,0,1,13.9,185100.0,0
L142455,2026-08-14 20:49:00,thirdparty,Referral,mobile,direct,Tehran,Parsian,cash,153,30,,1.6,1,1,0,5,5,3,31.0,203600.0,0
L107757,2026-07-17 10:34:00,thirdparty,Referral,mobile,direct,Tehran,Parsian,bnpl,72,11,4240000.0,9.1,0,0,0,3,1,1,3.4,101800.0,0
L113624,2026-04-17 10:10:00,thirdparty,Referral,mobile,other_partner,Tehran,Saman,bnpl,14,-11,2750000.0,12.8,0,1,0,4,3,0,8.7,77000.0,0
L149132,2026-06-18 02:49:00,thirdparty,SEO,desktop,direct,Other,Pasargad,cash,124,17,4450000.0,3.3,0,1,0,8,3,1,10.6,129000.0,0
L111891,2026-04-04 22:49:00,thirdparty,Referral,mobile,direct,Tehran,Saman,cash,30,-8,8240000.0,1.8,0,1,0,5,7,0,3.8,247200.0,0
L108042,2026-04-11 13:24:00,carbody,Paid,mobile,direct,Other,Asia,cash,55,18,19520000.0,9.9,0,1,1,2,0,1,13.5,741800.0,0
L121888,2026-07-16 18:46:00,thirdparty,Referral,desktop,other_partner,Isfahan,Pasargad,cash,35,14,4160000.0,5.9,0,1,0,4,3,1,3.6,120600.0,0
L143784,2026-08-21 23:48:00,thirdparty,SEO,mobile,autoabzar,Tabriz,Saman,cash,97,30,7550000.0,6.6,1,1,0,5,0,0,7.6,226500.0,0
L117028,2026-08-24 17:31:00,carbody,SEO,mobile,other_partner,Tabriz,Saman,bnpl,157,36,22150000.0,3.8,1,0,0,2,0,1,2.7,886000.0,0
L123584,2026-05-28 19:12:00,thirdparty,Referral,mobile,direct,Tehran,Iran,cash,154,22,4390000.0,1.3,0,0,0,4,1,1,6.4,114100.0,0
L115942,2026-04-15 03:15:00,carbody,Paid,mobile,direct,Tehran,Iran,cash,180,12,22410000.0,4.9,1,0,0,1,1,0,5.4,851600.0,1
L138354,2026-04-07 04:17:00,carbody,Paid,desktop,direct,,Dana,cash,86,-1,32980000.0,1.9,1,1,0,5,2,1,4.3,1253200.0,0
L146794,2026-05-03 13:48:00,thirdparty,Paid,mobile,direct,Ahvaz,Saman,cash,77,-4,3140000.0,2.8,0,1,0,5,4,1,15.5,94200.0,0
L112621,2026-04-08 17:43:00,carbody,CRM,mobile,direct,,Saman,cash,146,20,19980000.0,0.0,0,1,1,2,0,2,17.5,839200.0,0
L133474,2026-04-17 21:46:00,carbody,SEO,mobile,shoraka,Tehran,Iran,cash,8,20,17440000.0,6.0,0,1,0,4,3,1,4.7,662700.0,0
L133504,2026-04-22 09:51:00,thirdparty,Referral,mobile,autoabzar,Rasht,Saman,cash,200,4,5190000.0,3.4,0,1,0,2,0,0,10.3,155700.0,0
L109898,2026-07-28 10:59:00,thirdparty,Paid,mobile,direct,Qom,Saman,cash,56,0,3030000.0,7.2,0,0,0,2,0,1,16.2,90900.0,0
L140403,2026-08-23 08:59:00,thirdparty,SEO,desktop,direct,Shiraz,Iran,cash,93,34,8410000.0,5.3,0,1,0,2,2,2,10.3,218700.0,0
L144330,2026-05-18 06:44:00,thirdparty,SEO,mobile,direct,Tehran,Iran,cash,25,33,6590000.0,6.0,1,1,1,2,3,2,3.8,171300.0,0
L105194,2026-04-10 17:37:00,carbody,SEO,mobile,shoraka,Other,Iran,cash,26,20,20480000.0,6.2,0,1,0,3,3,2,21.9,778200.0,0
L105511,2026-04-20 05:33:00,thirdparty,SEO,mobile,direct,Shiraz,Asia,cash,66,16,6240000.0,4.1,0,1,0,4,6,1,14.1,162200.0,0
L116264,2026-05-25 19:46:00,thirdparty,Paid,mobile,shoraka,Other,Dana,cash,55,-7,6870000.0,14.5,0,1,0,2,2,0,9.8,178600.0,1
L130069,2026-04-08 05:52:00,carbody,Paid,mobile,direct,Mashhad,Asia,cash,52,28,20760000.0,5.3,1,1,0,4,1,0,1.5,788900.0,1
L114638,2026-08-24 07:13:00,thirdparty,Referral,desktop,other_partner,Mashhad,Saman,cash,34,25,3990000.0,10.8,0,0,0,3,0,0,24.0,119700.0,0
L105808,2026-07-20 17:48:00,carbody,CRM,mobile,shoraka,Tehran,Iran,cash,192,1,19570000.0,7.5,0,0,0,2,0,0,25.4,743700.0,0
L123294,2026-07-24 14:17:00,thirdparty,Paid,mobile,direct,Tehran,Asia,cash,83,17,6180000.0,9.0,1,1,0,5,4,2,0.2,160700.0,0
L106148,2026-04-11 00:48:00,carbody,SEO,desktop,direct,Other,Parsian,installment,65,19,20870000.0,2.1,0,0,0,5,0,0,11.6,793100.0,0
L141778,2026-06-24 05:08:00,thirdparty,SEO,desktop,direct,Mashhad,Alborz,cash,149,11,9840000.0,3.9,0,1,0,3,2,0,0.7,255800.0,0
L100479,2026-08-23 10:47:00,carbody,CRM,mobile,direct,Isfahan,Pasargad,cash,52,17,11690000.0,5.4,1,0,0,2,1,1,14.0,479300.0,0
L138918,2026-05-21 14:22:00,thirdparty,Paid,mobile,autoabzar,Isfahan,Asia,cash,62,7,9830000.0,3.7,1,1,0,5,1,1,1.5,255600.0,0
L115141,2026-07-30 21:19:00,thirdparty,SEO,mobile,autoabzar,Other,Asia,bnpl,94,0,6480000.0,8.5,0,1,0,3,1,3,24.5,155500.0,1
L141021,2026-04-07 14:26:00,thirdparty,Paid,mobile,other_partner,Shiraz,Parsian,installment,97,19,6370000.0,2.1,0,1,0,3,2,0,16.4,165600.0,0
